,Word,Transcription,Clusters,No. Syllables(Vowels),No.Phonemes,Mean cluster length
63,ਅਰੁ,ə ɾ ʊ,/ɾ/,2,3,1
64,ਅਰੁਣ,ə ɾ ʊ ɳ,/ɾ/ɳ,2,4,1
65,ਅਲਗੋਜ਼ੇ,ə l ɡ o z e,/lɡ/z/,3,6,1.5
66,ਅਲਾਪਦੇ,ə l ɑ p d̪ e,/l/pd̪/,3,7,2
67,ਅਲਾਹੁਣੀਆਂ,ə l ɑ ɦ ʊ ɳ i ɑ̃,/l/ɦ/ɳ/̃,4,9,1
68,ਅਲੈਜਬਿਥ,ə l ɛ d͡ʒ b ɪ t̪ʰ,/l/d͡ʒb/t̪ʰ,3,11,2.6666666666666665
69,ਅਲੱਗ,ə l ə ɡː,/l/ɡː,2,5,1.5
70,ਅਵਾਰਡ,ə ʋ ɑ ɾ ə ɖ,/ʋ/ɾ/ɖ,3,6,1
71,ਅਸ਼ੀਰਵਾਦ,ə ʃ i ɾ ʋ ɑ d̪,/ʃ/ɾʋ/d̪,3,8,1.6666666666666667
72,ਅਸਤਿਤੱਵ,ə s t̪ ɪ t̪ ə ʋː,/st̪/t̪/ʋː,3,10,2.3333333333333335
73,ਅਸਪਾਨਿਜ,ə s p ɑ n ɪ d͡ʒ,/sp/n/d͡ʒ,3,9,2
74,ਅਸਫਲ,ə s pʰ ə l,/spʰ/l,2,6,2
75,ਅਸਮਾਨ,ə s m ɑ n,/sm/n,2,5,1.5
76,ਅਸਰ,ə s ə ɾ,/s/ɾ,2,4,1
77,ਅਸਲ,ə s ə l,/s/l,2,4,1
78,ਅਸਲੀਅਤ,ə s l i ə t̪,/sl/t̪,2,7,2
79,ਅਸਲੋਂ,ə s l õ,/slõ,1,4,3
80,ਅਸਹਿ,ə s ɦ ɪ,/sɦ/,2,4,2
81,ਅਸਾਨੀ,ə s ɑ n i,/s/n/,3,5,1
82,ਅਸਿੱਧੀ,ə s ɪ t̪ː i,/s/t̪ː/,3,7,2
83,ਅਸੀਂ,ə s ĩ,/sĩ,1,3,2
84,ਅਸੀਸ,ə s i s,/s/s,2,4,1
85,ਅਸੁਰੱਖਿਅਤ,ə s ʊ ɾ ə kː ɪ ə t̪,/s/ɾ/kː/t̪,4,11,1.5
86,ਅਸੈਸਮੈਂਟ,ə s ɛ s m ɛ̃ ʈ,/s/sm/̃ʈ,3,8,1.6666666666666667
87,ਅਹਿਮ,ə ɦ ɪ m,/ɦ/m,2,4,1
88,ਅਹਿਲ,ə ɦ ɪ l,/ɦ/l,2,4,1
89,ਅਹਿਲਕਾਰ,ə ɦ ɪ l k ɑ ɾ,/ɦ/lk/ɾ,3,7,1.3333333333333333
90,ਅਹੀਰ,ə ɦ i ɾ,/ɦ/ɾ,2,4,1
91,ਅਹੁਦੇ,ə ɦ ʊ d̪ e,/ɦ/d̪/,3,6,1.5
92,ਅਖ਼ਬਾਰ,ə x b ɑ ɾ,/xb/ɾ,2,5,1.5
93,ਅਖ਼ੀਰ,ə x i ɾ,/x/ɾ,2,4,1
94,ਅਜ਼ਮਾਅ,ə z m ɑ,/zm/,2,4,2
95,ਅਜ਼ਾਦੀ,ə z ɑ d̪ i,/z/d̪/,3,6,1.5
96,ਅੜਵੈਂਗ,ə ɽ ʋ ɛ̃ ɡ,/ɽʋ/̃ɡ,2,6,2
97,ਅੜੀਅਲ,ə ɽ i ə l,/ɽ/l,2,5,1
98,ਅਫ਼ਰੀਕੀ,ə f ɾ i k i,/fɾ/k/,3,6,1.5
99,ਅਫ਼ਸਰ,ə f s ə ɾ,/fs/ɾ,2,5,1.5
100,ਅਫ਼ੀਮਾਂ,ə f i m ɑ̃,/f/m/̃,3,6,1
101,ਅਫ਼ਜ਼ਲ,ə f z ə l,/fz/l,2,5,1.5
102,ਅਫ਼ਜ਼ਾ,ə f z ɑ,/fz/,2,4,2
103,ਅੰਕ,ə̃ k,/̃k,1,3,2
104,ਅੰਕਾਂ,ə̃ k ɑ̃,/̃k/̃,2,5,1.5
105,ਅੰਕੜੇ,ə̃ k ə ɽ e,/̃k/ɽ/,3,6,1.5
106,ਅੰਗਰੇਜ਼ੀ,ə̃ ɡ ə ɾ e z i,/̃ɡ/ɾ/z/,4,8,1.3333333333333333
107,ਅੰਗੂੰ,ə̃ ɡ ũ,/̃ɡũ,1,4,3
108,ਅੰਤ,ə̃ t̪,/̃t̪,1,4,3
109,ਅੰਤਮ,ə̃ t̪ ə m,/̃t̪/m,2,6,2
110,ਅੰਤਰਰਾਸ਼ਟਰੀ,ə̃ t̪ ə ɾ ɾ ɑ ʃ ə ʈ ɾ i,/̃t̪/ɾɾ/ʃ/ʈɾ/,5,13,2
111,ਅੰਤਰੀਵ,ə̃ t̪ ə ɾ i ʋ,/̃t̪/ɾ/ʋ,3,8,1.6666666666666667
112,ਅੰਦਰ,ə̃ d̪ ə ɾ,/̃d̪/ɾ,2,6,2
113,ਅੰਦਰਿ,ə̃ d̪ ə ɾ ɪ,/̃d̪/ɾ/,3,7,2
114,ਅੰਦਰੋਂ,ə̃ d̪ ə ɾ õ,/̃d̪/ɾõ,2,7,2.5
115,ਅੰਦਾਜ਼,ə̃ d̪ ɑ z,/̃d̪/z,2,6,2
116,ਅੰਦਾਜ਼ਾ,ə̃ d̪ ɑ z ɑ,/̃d̪/z/,3,7,2
117,ਅੰਨਪੜ੍ਹ,ə̃ n ə p ɽ ɦ,/̃n/pɽɦ,2,7,2.5
118,ਅੰਨਾ,ə̃ n ɑ,/̃n/,2,4,2
119,ਅੰਨ੍ਹੀ,ə̃ n ɦ i,/̃nɦ/,2,5,3
120,ਅੰਬਰੀਂ,ə̃ b ə ɾ ĩ,/̃b/ɾĩ,2,6,2
121,ਅੰਬਾਰ,ə̃ b ɑ ɾ,/̃b/ɾ,2,5,1.5
122,ਅੰਮ੍ਰਿਤ,ə̃ m ɾ ɪ t̪,/̃mɾ/t̪,2,7,2.5
123,ਅੰਮ੍ਰਿਤਸਰ,ə̃ m ɾ ɪ t̪ s ə ɾ,/̃mɾ/t̪s/ɾ,3,10,2.3333333333333335
124,ਅੱਖ,ə kː,/kː,1,3,2
125,ਅੱਖਰ,ə kː ə ɾ,/kː/ɾ,2,5,1.5
126,ਅੱਖੀਆਂ,ə kː i ɑ̃,/kː/̃,2,6,1.5
127,ਅੱਗ,ə ɡː,/ɡː,1,3,2
128,ਅੱਗੇ,ə ɡː e,/ɡː/,2,4,2
129,ਅੱਗੋਂ,ə ɡː õ,/ɡːõ,1,4,3
130,ਅੱਜ,ə d͡ʒː,/d͡ʒː,1,5,4
131,ਅੱਟੀ,ə ʈː i,/ʈː/,2,4,2
132,ਅੱਠੇ,ə ʈː e,/ʈː/,2,4,2
133,ਅੱਡੀਆਂ,ə ɖː i ɑ̃,/ɖː/̃,2,6,1.5
134,ਅੱਤ,ə t̪ː,/t̪ː,1,4,3
135,ਅੱਤਵਾਦ,ə t̪ː ə ʋ ɑ d̪,/t̪ː/ʋ/d̪,3,9,2
136,ਅੱਤਵਾਦੀ,ə t̪ː ə ʋ ɑ d̪ i,/t̪ː/ʋ/d̪/,4,10,2
137,ਅੱਧੇ,ə t̪ː e,/t̪ː/,2,5,3
138,ਅੱਲਾ,ə lː ɑ,/lː/,2,4,2
139,ਅੱਲ੍ਹਾ,ə lː ɦ ɑ,/lːɦ/,2,5,3
140,ਅੱਵਲ,ə ʋː ə l,/ʋː/l,2,5,1.5
141,ਆ,ɑ,/,1,1,N/A
142,ਆਂ,ɑ̃,/̃,1,2,1
143,ਆਂਵਦਾ,ɑ̃ ʋ ə d̪ ɑ,/̃ʋ/d̪/,3,7,2
144,ਆਇਆ,ɑ ɪ ɑ,/,1,3,N/A
145,ਆਇਆਂ,ɑ ɪ ɑ̃,/̃,1,4,1
146,ਆਈ,ɑ i,/,1,2,N/A
147,ਆਈਂ,ɑ ĩ,/ĩ,1,2,1
148,ਆਈਆਂ,ɑ i ɑ̃,/̃,1,4,1
149,ਆਈਟਮ,ɑ i ʈ ə m,/ʈ/m,2,5,1
150,ਆਉਂਦਾ,ɑ ʊ̃ d̪ ɑ,/̃d̪/,2,6,3
151,ਆਉਂਦੀ,ɑ ʊ̃ d̪ i,/̃d̪/,2,6,3
152,ਆਉਂਦੇ,ɑ ʊ̃ d̪ e,/̃d̪/,2,6,3
153,ਆਉਂਦੈ,ɑ ʊ̃ d̪ ɛ,/̃d̪/,2,6,3
154,ਆਉਣ,ɑ ʊ ɳ,/ɳ,1,3,1
155,ਆਏ,ɑ e,/,1,2,N/A
156,ਆਏਗੀ,ɑ e ɡ i,/ɡ/,2,4,1
157,ਆਓ,ɑ o,/,1,2,N/A
158,ਆਕਸੀਜਨ,ɑ k s i d͡ʒ ə n,/ks/d͡ʒ/n,3,9,2
159,ਆਕਾਰੁ,ɑ k ɑ ɾ ʊ,/k/ɾ/,3,5,1
160,ਆਕਾਸੀ,ɑ k ɑ s i,/k/s/,3,5,1
161,ਆਖ,ɑ kʰ,/kʰ,1,3,2
162,ਆਖਦਾ,ɑ kʰ d̪ ɑ,/kʰd̪/,2,6,4
163,ਆਖਦੇ,ɑ kʰ d̪ e,/kʰd̪/,2,6,4
164,ਆਖਰ,ɑ kʰ ə ɾ,/kʰ/ɾ,2,5,1.5
165,ਆਖਰੀ,ɑ kʰ ɾ i,/kʰɾ/,2,5,3
166,ਆਖਿਆ,ɑ kʰ ɪ ɑ,/kʰ/,2,5,2
167,ਆਖੀਐ,ɑ kʰ i ɛ,/kʰ/,2,5,2
168,ਆਚਰਣ,ɑ t͡ʃ ɾ ə ɳ,/t͡ʃɾ/ɳ,2,7,2.5
169,ਆਣ,ɑ ɳ,/ɳ,1,2,1
170,ਆਤਮਾ,ɑ t̪ m ɑ,/t̪m/,2,5,3
171,ਆਤਿਸ਼ਬਾਜ਼ੀ,ɑ t̪ ɪ ʃ b ɑ z i,/t̪/ʃb/z/,4,9,1.6666666666666667
