,Word,Transcription,Clusters,No. Syllables(Vowels),No.Phonemes,Mean cluster length
91,அந்த,ʔ a n̪ d̪ a,ʔ/n̪d̪/,2,7,2.5
92,அந்தண்டை,ʔ a n̪ d̪ a ɳ ɖ aj,ʔ/n̪d̪/ɳɖ/j,3,11,2
93,அந்தந்த,ʔ a n̪ d̪ a n̪ d̪ a,ʔ/n̪d̪/n̪d̪/,3,12,3
94,அந்நின்று,ʔ a n̪ː i n r u,ʔ/n̪ː/nr/,3,9,2
95,அந்நிலை,ʔ a n̪ː i l aj,ʔ/n̪ː/l/j,3,9,1.5
96,அனுபவம்,ʔ a n u b a ʋ a m,ʔ/n/b/ʋ/m,4,9,1
97,அனுமன்,ʔ a n u m a n,ʔ/n/m/n,3,7,1
98,அனை,ʔ a n aj,ʔ/n/j,2,5,1
99,அனைய,ʔ a n aj j a,ʔ/n/jj/,3,7,1.3333333333333333
100,அன்னம்,ʔ a nː a m,ʔ/nː/m,2,6,1.3333333333333333
101,அன்பளிப்பு,ʔ a n p a ɭ i pː u,ʔ/np/ɭ/pː/,4,10,1.5
102,அன்பு,ʔ a n p u,ʔ/np/,2,5,1.5
103,அன்று,ʔ a n r u,ʔ/nr/,2,5,1.5
104,அபிமானம்,ʔ a b i m aː n a m,ʔ/b/m/ːn/m,4,10,1.2
105,அபிஷேகம்,ʔ a b i ʂ eː ɡ a m,ʔ/b/ʂ/ːɡ/m,4,10,1.2
106,அப்படி,ʔ a pː a ɖ i,ʔ/pː/ɖ/,3,7,1.3333333333333333
107,அப்பம்,ʔ a pː a m,ʔ/pː/m,2,6,1.3333333333333333
108,அப்பா,ʔ a pː aː,ʔ/pː/ː,2,6,1.3333333333333333
109,அப்பால்,ʔ a pː aː l,ʔ/pː/ːl,2,7,1.6666666666666667
110,அப்புறம்,ʔ a pː u r a m,ʔ/pː/r/m,3,8,1.25
111,அப்பொழுது,ʔ a pː o ɻ u d̪ u,ʔ/pː/ɻ/d̪/,4,10,1.5
112,அமரம்,ʔ a m a ɾ a m,ʔ/m/ɾ/m,3,7,1
113,அமிர்தம்,ʔ a m i ɾ t̪ a m,ʔ/m/ɾt̪/m,3,9,1.5
114,அமெரிக்கா,ʔ a m e ɾ i kː aː,ʔ/m/ɾ/kː/ː,4,10,1.2
115,அமைதி,ʔ a m aj t̪ i,ʔ/m/jt̪/,3,8,1.6666666666666667
116,அமையம்,ʔ a m aj j a m,ʔ/m/jj/m,3,8,1.25
117,அம்பரம்,ʔ a m b a ɾ a m,ʔ/mb/ɾ/m,3,8,1.25
118,அம்பர்,ʔ a m b a ɾ,ʔ/mb/ɾ,2,6,1.3333333333333333
119,அம்பு,ʔ a m b u,ʔ/mb/,2,5,1.5
120,அம்மா,ʔ a mː aː,ʔ/mː/ː,2,6,1.3333333333333333
121,அம்மாய்,ʔ a mː aː j,ʔ/mː/ːj,2,7,1.6666666666666667
122,அயர்ச்சி,ʔ a j a ɾ tɕː i,ʔ/j/ɾtɕː/,3,9,2
123,அயோத்தி,ʔ a j oː t̪ː i,ʔ/j/ːt̪ː/,3,9,2
124,அரசன்,ʔ a ɾ a s a n,ʔ/ɾ/s/n,3,7,1
125,அரசாங்கம்,ʔ a ɾ a s aː ŋ ɡ a m,ʔ/ɾ/s/ːŋɡ/m,4,11,1.4
126,அரசி,ʔ a ɾ a s i,ʔ/ɾ/s/,3,6,1
127,அரசு,ʔ a ɾ a s u,ʔ/ɾ/s/,3,6,1
128,அரண்மனை,ʔ a ɾ a ɳ m a n aj,ʔ/ɾ/ɳm/n/j,4,10,1.2
129,அரவிந்தம்,ʔ a ɾ a ʋ i n̪ d̪ a m,ʔ/ɾ/ʋ/n̪d̪/m,4,12,1.6
130,அராவாரம்,ʔ a ɾ aː ʋ aː ɾ a m,ʔ/ɾ/ːʋ/ːɾ/m,4,11,1.4
131,அரிசி,ʔ a ɾ i s i,ʔ/ɾ/s/,3,6,1
132,அரிவாள்,ʔ a ɾ i ʋ aː ɭ,ʔ/ɾ/ʋ/ːɭ,3,8,1.25
133,அரிவாள்மணை,ʔ a ɾ i ʋ aː ɭ m a ɳ aj,ʔ/ɾ/ʋ/ːɭm/ɳ/j,5,13,1.3333333333333333
134,அருகு,ʔ a ɾ u ɡ u,ʔ/ɾ/ɡ/,3,6,1
135,அருக்கன்,ʔ a ɾ u kː a n,ʔ/ɾ/kː/n,3,8,1.25
136,அருக்கன்வீதி,ʔ a ɾ u kː a n ʋ iː d̪ i,ʔ/ɾ/kː/nʋ/ːd̪/,5,14,1.8
137,அருப்பம்,ʔ a ɾ u pː a m,ʔ/ɾ/pː/m,3,8,1.25
138,அருமை,ʔ a ɾ u m aj,ʔ/ɾ/m/j,3,7,1
139,அரைநெல்லி,ʔ a ɾ aj n̪ e lː i,ʔ/ɾ/jn̪/lː/,4,11,1.75
140,அர்ஜுனன்,ʔ a ɾ dʑ u n a n,ʔ/ɾdʑ/n/n,3,9,1.5
141,அறக்கட்டளை,ʔ a r a kː a ʈː a ɭ aj,ʔ/r/kː/ʈː/ɭ/j,5,13,1.3333333333333333
142,அறம்,ʔ a r a m,ʔ/r/m,2,5,1
143,அறி,ʔ a r i,ʔ/r/,2,4,1
144,அறிஞர்,ʔ a r i ɲ a ɾ,ʔ/r/ɲ/ɾ,3,7,1
145,அறிப்பு,ʔ a r i pː u,ʔ/r/pː/,3,7,1.3333333333333333
146,அறிவாய்வியல்,ʔ a r i ʋ aː j ʋ i j a l,ʔ/r/ʋ/ːjʋ/j/l,5,13,1.3333333333333333
147,அறிவி,ʔ a r i ʋ i,ʔ/r/ʋ/,3,6,1
148,அறிவிப்பு,ʔ a r i ʋ i pː u,ʔ/r/ʋ/pː/,4,9,1.25
149,அறிவியல்,ʔ a r i ʋ i j a l,ʔ/r/ʋ/j/l,4,9,1
150,அறிவு,ʔ a r i ʋ u,ʔ/r/ʋ/,3,6,1
151,அறு,ʔ a r u,ʔ/r/,2,4,1
152,அறுகோணம்,ʔ a r u ɡ oː ɳ a m,ʔ/r/ɡ/ːɳ/m,4,10,1.2
153,அறுதி,ʔ a r u d̪ i,ʔ/r/d̪/,3,7,1.3333333333333333
154,அறுப்பு,ʔ a r u pː u,ʔ/r/pː/,3,7,1.3333333333333333
155,அறுவடை,ʔ a r u ʋ a ɖ aj,ʔ/r/ʋ/ɖ/j,4,9,1
156,அறை,ʔ a r aj,ʔ/r/j,2,5,1
157,அற்பகதம்,ʔ a r p a ɡ a d̪ a m,ʔ/rp/ɡ/d̪/m,4,11,1.4
158,அலகு,ʔ a l a ɡ u,ʔ/l/ɡ/,3,6,1
159,அலர்த்தி,ʔ a l a ɾ t̪ː i,ʔ/l/ɾt̪ː/,3,9,2
160,அலுவம்,ʔ a l u ʋ a m,ʔ/l/ʋ/m,3,7,1
161,அலுவல்,ʔ a l u ʋ a l,ʔ/l/ʋ/l,3,7,1
162,அலை,ʔ a l aj,ʔ/l/j,2,5,1
163,அலைதாடி,ʔ a l aj t̪ aː ɖ i,ʔ/l/jt̪/ːɖ/,4,11,1.75
164,அலைப்,ʔ a l aj p,ʔ/l/jp,2,6,1.3333333333333333
165,அலைப்பு,ʔ a l aj pː u,ʔ/l/jpː/,3,8,1.6666666666666667
166,அலைப்பேசி,ʔ a l aj pː eː s i,ʔ/l/jpː/ːs/,4,11,1.75
167,அல்,ʔ a l,ʔ/l,1,3,1
168,அளவு,ʔ a ɭ a ʋ u,ʔ/ɭ/ʋ/,3,6,1
169,அளவுகோல்,ʔ a ɭ a ʋ u ɡ oː l,ʔ/ɭ/ʋ/ɡ/ːl,4,10,1.2
170,அளவை,ʔ a ɭ a ʋ aj,ʔ/ɭ/ʋ/j,3,7,1
171,அளி,ʔ a ɭ i,ʔ/ɭ/,2,4,1
172,அளேரியம்,ʔ a ɭ eː ɾ i j a m,ʔ/ɭ/ːɾ/j/m,4,10,1.2
173,அழகு,ʔ a ɻ a ɡ u,ʔ/ɻ/ɡ/,3,6,1
174,அழி,ʔ a ɻ i,ʔ/ɻ/,2,4,1
175,அழிபு,ʔ a ɻ i b u,ʔ/ɻ/b/,3,6,1
176,அழிப்பு,ʔ a ɻ i pː u,ʔ/ɻ/pː/,3,7,1.3333333333333333
177,அழிவாய்,ʔ a ɻ i ʋ aː j,ʔ/ɻ/ʋ/ːj,3,8,1.25
178,அழிவு,ʔ a ɻ i ʋ u,ʔ/ɻ/ʋ/,3,6,1
179,அழு,ʔ a ɻ u,ʔ/ɻ/,2,4,1
180,அழைப்பு,ʔ a ɻ aj pː u,ʔ/ɻ/jpː/,3,8,1.6666666666666667
181,அவசியம்,ʔ a ʋ a s i j a m,ʔ/ʋ/s/j/m,4,9,1
182,அவண்,ʔ a ʋ a ɳ,ʔ/ʋ/ɳ,2,5,1
183,அவதாரம்,ʔ a ʋ a d̪ aː ɾ a m,ʔ/ʋ/d̪/ːɾ/m,4,11,1.4
