,Word,Transcription,Clusters,No. Syllables(Vowels),No.Phonemes,Mean cluster length
146,anadolê,aː n aː d o l eː,/ːn/ːd/l/ː,4,10,1.5
147,ango,aː ŋ o,/ːŋ/,2,4,2
148,aniha,aː n ɪ h aː,/ːn/h/ː,3,7,1.3333333333333333
149,aniye,aː n ɪ j ɛ,/ːn/j/,3,6,1.5
150,aniye.,aː n ɪ j ɛ,/ːn/j/,3,6,1.5
151,"anket,",aː n k ɛ t,/ːnk/t,2,6,2
152,"anku,",aː n k u,/ːnk/,2,5,3
153,ansîklopediya,aː n s iː k l o p ɛ d ɪ j aː,/ːns/ːkl/p/d/j/ː,6,16,1.6666666666666667
154,antolojiiyê,aː n t o l o ʒ ɪ ɪ j eː,/ːnt/l/ʒ/j/ː,5,13,1.4
155,antolojiyê,aː n t o l o ʒ ɪ j eː,/ːnt/l/ʒ/j/ː,5,12,1.4
156,antîbodî,aː n t iː b o d iː,/ːnt/ːb/d/ː,4,11,1.75
157,"antîseptîk,",aː n t iː s ɛ p t iː k,/ːnt/ːs/pt/ːk,4,13,2.25
158,anî,aː n iː,/ːn/ː,2,5,1.5
159,anî.,aː n iː,/ːn/ː,2,5,1.5
160,anî;,aː n iː,/ːn/ː,2,5,1.5
161,anîbû,aː n iː b uː,/ːn/ːb/ː,3,8,1.6666666666666667
162,anîbû!,aː n iː b uː,/ːn/ːb/ː,3,8,1.6666666666666667
163,anîn,aː n iː n,/ːn/ːn,2,6,2
164,anîn.,aː n iː n,/ːn/ːn,2,6,2
165,anîne,aː n iː n ɛ,/ːn/ːn/,3,7,2
166,"anîne,",aː n iː n ɛ,/ːn/ːn/,3,7,2
167,anîne.,aː n iː n ɛ,/ːn/ːn/,3,7,2
168,ap,aː p,/ːp,1,3,2
169,"ap,",aː p,/ːp,1,3,2
170,"apa,",aː p aː,/ːp/ː,2,5,1.5
171,apartmanan,aː p aː ɾ t m aː n aː n,/ːp/ːɾtm/ːn/ːn,4,14,2.5
172,apartmaneke,aː p aː ɾ t m aː n ɛ k ɛ,/ːp/ːɾtm/ːn/k/,5,14,2.25
173,apo,aː p o,/ːp/,2,4,2
174,apê,aː p eː,/ːp/ː,2,5,1.5
175,aqil,aː q ɪ l,/ːq/l,2,5,1.5
176,aqilan,aː q ɪ l aː n,/ːq/l/ːn,3,8,1.6666666666666667
177,aqilmend,aː q ɪ l m ɛ n d,/ːq/lm/nd,3,9,2
178,aqilê,aː q ɪ l eː,/ːq/l/ː,3,7,1.3333333333333333
179,aqlê,aː q l eː,/ːql/ː,2,6,2
180,aqtepî,aː q t ɛ p iː,/ːqt/p/ː,3,8,1.6666666666666667
181,ar,aː ɾ,/ːɾ,1,3,2
182,aram,aː ɾ aː m,/ːɾ/ːm,2,6,2
183,aramiya,aː ɾ aː m ɪ j aː,/ːɾ/ːm/j/ː,4,10,1.5
184,aramê,aː ɾ aː m eː,/ːɾ/ːm/ː,3,8,1.6666666666666667
185,aramî,aː ɾ aː m iː,/ːɾ/ːm/ː,3,8,1.6666666666666667
186,aran,aː ɾ aː n,/ːɾ/ːn,2,6,2
187,araq,aː ɾ aː q,/ːɾ/ːq,2,6,2
188,ararat,aː ɾ aː ɾ aː t,/ːɾ/ːɾ/ːt,3,9,2
189,aras,aː ɾ aː s,/ːɾ/ːs,2,6,2
190,ard,aː ɾ d,/ːɾd,1,4,3
191,ardûyê,aː ɾ d uː j eː,/ːɾd/ːj/ː,3,9,2
192,argûn,aː ɾ ɡ uː n,/ːɾɡ/ːn,2,7,2.5
193,ariya,aː ɾ ɪ j aː,/ːɾ/j/ː,3,7,1.3333333333333333
194,armanc,aː ɾ m aː n d͡ʒ,/ːɾm/ːnd͡ʒ,2,10,4
195,"armanc,",aː ɾ m aː n d͡ʒ,/ːɾm/ːnd͡ʒ,2,10,4
