,Word,Transcription,Clusters,No. Syllables(Vowels),No.Phonemes,Mean cluster length
331,cyle,ts ɨ l e,ts/l/,2,5,1.5
332,cyril,ts ɨ ʀ i l,ts/ʀ/l,2,6,1.3333333333333333
333,cyrila,ts ɨ ʀ i l a,ts/ʀ/l/,3,7,1.3333333333333333
334,cyrkej,ts ɨ ʀ k e j,ts/ʀk/j,2,7,1.6666666666666667
335,cyrkwi,ts ɨ ʀ k w i,ts/ʀkw/,2,7,2.5
336,cyrkwinski,ts ɨ ʀ k w i n s k i,ts/ʀkw/nsk/,3,11,2.6666666666666665
337,cyrkwinskim,ts ɨ ʀ k w i n s k i m,ts/ʀkw/nsk/m,3,12,2.25
338,cyrkwinu,ts ɨ ʀ k w i n u,ts/ʀkw/n/,3,9,2
339,cyrkwje,ts ɨ ʀ k wʲ e,ts/ʀkwʲ/,2,8,3
340,cyrkwjow,ts ɨ ʀ k wʲ o w,ts/ʀkwʲ/w,2,9,2.3333333333333335
341,cyrobu,ts ɨ ʀ o b u,ts/ʀ/b/,3,7,1.3333333333333333
342,cyrčenje,ts ɨ ʀ tʃ e nʲ e,ts/ʀtʃ/nʲ/,3,10,2.3333333333333335
343,cyłe,ts ɨ w e,ts/w/,2,5,1.5
344,cyłeho,ts ɨ w e h o,ts/w/h/,3,7,1.3333333333333333
345,cyłeje,ts ɨ w e j e,ts/w/j/,3,7,1.3333333333333333
346,cyłemu,ts ɨ w e m u,ts/w/m/,3,7,1.3333333333333333
347,cyłk,ts ɨ w k,ts/wk,1,5,2
348,cyłkej,ts ɨ w k e j,ts/wk/j,2,7,1.6666666666666667
349,cyłkownje,ts ɨ w k o w nʲ e,ts/wk/wnʲ/,3,10,2.3333333333333335
350,cyłodnjowske,ts ɨ w o d nʲ o w s k e,ts/w/dnʲ/wsk/,4,13,2.25
351,cyłostatnu,ts ɨ w o s t a t n u,ts/w/st/tn/,4,11,1.75
352,cyłu,ts ɨ w u,ts/w/,2,5,1.5
353,cyłych,ts ɨ w ɨ x,ts/w/x,2,6,1.3333333333333333
354,cyłym,ts ɨ w ɨ m,ts/w/m,2,6,1.3333333333333333
355,dachu,d a x u,d/x/,2,4,1
356,dajće,d a j tʃ e,d/jtʃ/,2,6,2
357,dale,d a l e,d/l/,2,4,1
358,dalekubłanja,d a l e k u b w a nʲ a,d/l/k/bw/nʲ/,5,12,1.4
359,dalekubłanje,d a l e k u b w a nʲ e,d/l/k/bw/nʲ/,5,12,1.4
360,dalekubłać,d a l e k u b w a tʃ,d/l/k/bw/tʃ,4,11,1.4
361,daloko,d a l o k o,d/l/k/,3,6,1
362,dalokostudiju,d a l o k o s t u d i j u,d/l/k/st/d/j/,6,13,1.1666666666666667
363,dalša,d a l ʃ a,d/lʃ/,2,5,1.5
364,dalše,d a l ʃ e,d/lʃ/,2,5,1.5
365,dalšej,d a l ʃ e j,d/lʃ/j,2,6,1.3333333333333333
366,dalšemu,d a l ʃ e m u,d/lʃ/m/,3,7,1.3333333333333333
