,Word,Transcription,Clusters,No. Syllables(Vowels),No.Phonemes,Mean cluster length
249,بروئے,b ə ɾ oː eː,b/ɾ/ː/ː,3,7,1
250,برونڈی,b ə ɾ uː ɳ ɖ iː,b/ɾ/ːɳɖ/ː,3,9,1.5
251,برپا,b ə ɾ p ə ɑː,b/ɾp/ː,2,7,1.3333333333333333
252,برے,b ə ɾ eː,b/ɾ/ː,2,5,1
253,بس,b ə s,b/s,1,3,1
254,بعد,b ə ʔ d̪,b/ʔd̪,1,5,2
255,بعض,b ə ʔ z,b/ʔz,1,4,1.5
256,بقرہ,b ə q ɾ ɑː,b/qɾ/ː,2,6,1.3333333333333333
257,بل,b ə l,b/l,1,3,1
258,بلب,b ə l ə b,b/l/b,2,5,1
259,بلند,b ə l ə n d̪,b/l/nd̪,2,7,1.6666666666666667
260,بن,b ə n,b/n,1,3,1
261,بنا,b ə n ɑː,b/n/ː,2,5,1
262,بنائی,b ə n ɑː iː,b/n/ː/ː,3,7,1
263,بناتے,b ə n ɑː t̪ eː,b/n/ːt̪/ː,3,9,1.5
264,بنانا,b ə n ɑː n ɑː,b/n/ːn/ː,3,8,1.25
265,بنانے,b ə n ɑː n eː,b/n/ːn/ː,3,8,1.25
266,بنایا,b ə n ɑː j ɑː,b/n/ːj/ː,3,8,1.25
267,بنتا,b ə n t̪ ɑː,b/nt̪/ː,2,7,1.6666666666666667
268,بنوامیہ,b ə n ʋ ɑː m j ɑː,b/nʋ/ːmj/ː,3,10,1.75
269,بنگلہ,b ə ŋ ɡ l ɑː,b/ŋɡl/ː,2,7,1.6666666666666667
270,بو,b uː,b/ː,1,3,1
271,بوتلیں,b oː t̪ l ẽː,b/ːt̪lẽː,1,8,3.5
272,بولنے,b oː l n eː,b/ːln/ː,2,7,1.6666666666666667
273,بٹی,b ə ʈ iː,b/ʈ/ː,2,5,1
274,بچن,b ə t͡ʃ ə n,b/t͡ʃ/n,2,7,1.6666666666666667
275,بچوں,b ə t͡ʃ ũː,b/t͡ʃũː,1,7,3
276,بچپن,b ə t͡ʃ p ə n,b/t͡ʃp/n,2,8,2
277,بچے,b ə t͡ʃ eː,b/t͡ʃ/ː,2,7,1.6666666666666667
278,بڑ,b ə ɽ,b/ɽ,1,3,1
279,بڑھ,b ə ɽʱ,b/ɽʱ,1,4,1.5
280,بڑھایا,b ə ɽʱ ɑː j ɑː,b/ɽʱ/ːj/ː,3,9,1.5
281,بڑھتا,b ə ɽʱ t̪ ɑː,b/ɽʱt̪/ː,2,8,2
282,بڑھتے,b ə ɽʱ t̪ eː,b/ɽʱt̪/ː,2,8,2
283,بڑھے,b ə ɽʱ eː,b/ɽʱ/ː,2,6,1.3333333333333333
284,بڑے,b ə ɽ eː,b/ɽ/ː,2,5,1
